item_id,tf_code,business_line,category_name,item_title,item_description,level_1,level_2,reason
711411,2nkp6l,,خشکبار,خرما خاصویی یک کیلوگرم,,رمضان,خرما,Khasui dates fit the category of dates.
626875,2nkp6l,,خشکبار,خرما رطب بم ۷۰۰ گرم, ۷۰۰ گرم،ارائه شده در بسته بندی بهداشتی,رمضان,خرما,Rotab Bam dates fit the category of dates.
626872,2nkp6l,,خشکبار,خرما زاهدی اعلاء یک کیلوگرم,ارائه شده در بسته بندی بهداشتی,رمضان,خرما,Zahedi dates fit the category of dates.
626921,2nkp6l,,خشکبار,خرما معجول یک کیلوگرم,۶۰۰ گرم، ارائه شده در بسته بندی بهداشتی,رمضان,خرما,Medjool dates fit the category of dates.
626853,2nkp6l,,خشکبار,خرما پیارم اعلاء یک کیلوگرم, ارائه شده در بسته بندی بهداشتی,رمضان,خرما,Piarom dates fit the category of dates.
626690,2nkp6l,,شیره و ارده و کره آجیل,شیره خرما, ,UNKNOWN,UNKNOWN,"Date syrup is a processed liquid product/condiment, not the whole fruit or dates as defined in the taxonomy."
723225,2mmx7z,,ارده و شیره,حلوا ارده سنتی یزد یک کیلوگرم, ,UNKNOWN,UNKNOWN,"Halva Ardeh is a breakfast sesame spread, not the dessert halva defined in the taxonomy for Iftar."
723231,2mmx7z,,ارده و شیره,حلوا شکری سنتی یزد 250 گرم,,UNKNOWN,UNKNOWN,"Halva Shekari is a breakfast sesame spread, not the dessert halva defined in the taxonomy for Iftar."
723011,2mmx7z,,خشکبار,خرما 500 گرم, ,رمضان,خرما,Matches the 'خرما' category for whole dates.
723012,2mmx7z,,خشکبار,خرما زاهدی 500 گرم,500 گرم ,رمضان,خرما,Zahedi dates match the 'خرما' category.
1103893,2mmx7z,,خشکبار,خرما پیارم (یک کیلوگرم)	,,رمضان,خرما,Piarom dates match the 'خرما' category.
1103892,2mmx7z,,خشکبار,خرما کبکاب (یک کیلوگرم)	,,رمضان,خرما,Kabkab dates match the 'خرما' category.
723222,2mmx7z,,ارده و شیره,شیره خرما 500 گرم,500 گرم,UNKNOWN,UNKNOWN,Date syrup is a processed derivative and not listed as a primary Iftar date product.
1154431,2ngxro,,صبحانه ,حلوا ارده برزگری و بهشتی (۵۰۰ گرم)	,وزن تقریبی: ±۵۰ گرم,UNKNOWN,UNKNOWN,"Halva Ardeh is a sesame-based breakfast item, not the specified Iftar halva."
1154493,2ngxro,,خرما,خرما خاصویی ریزه یک کیلوگرم,وزن تقریبی: ±۵۰ گرم,رمضان,خرما,Khasoei dates match the 'خرما' category.
1154407,2ngxro,,خرما,خرما خاصویی نیمه فشرده (دو کیلوگرم),وزن تقریبی: ±۵۰ گرم,رمضان,خرما,Khasoei dates match the 'خرما' category.
1154213,2ngxro,,خرما,خرما زاهدی 250 گرم, وزن تقریبی: ±۵۰ گرم,رمضان,خرما,Zahedi dates match the 'خرما' category.
1154278,2ngxro,,خرما,خرما طعم دار روکش دار پیکسر 250 گرم,وزن تقریبی: ±۵۰ گرم,رمضان,خرما,Coated dates are categorized under the primary product 'خرما'.
1154215,2ngxro,,خرما,خرما پیارم اعلا 250 گرم, وزن تقریبی: ±۵۰ گرم,رمضان,خرما,Premium Piarom dates match the 'خرما' category.
1154406,2ngxro,,خرما,خرما کبکاب (یک کیلوگرم),وزن تقریبی: ±۵۰ گرم,رمضان,خرما,Kabkab dates match the 'خرما' category.
876039,2nx7mr,,حلوا,حلوا اردکان 800 گرم,,رمضان,حلوا,اردکان نوعی حلوا است که در این دسته‌بندی قرار می‌گیرد.
876030,2nx7mr,,خرما,خرما خاصویی رامبد 900 گرم,900 گرم,رمضان,خرما,خرمای خاصویی از انواع خرما محسوب می‌شود.
876034,2nx7mr,,خرما,خرما رطب یک جعبه,دو ردیفه,رمضان,خرما,رطب از انواع خرما برای افطار است.
876036,2nx7mr,,خرما,خرما زاهدی دو کیلوگرم,,رمضان,خرما,خرمای زاهدی (خرمای خشک) در این دسته قرار دارد.
876037,2nx7mr,,خرما,خرما پیارم 500 گرم,,رمضان,خرما,خرمای پیارم از انواع خرما است.
876035,2nx7mr,,خرما,خرما کبکاب خشت 1.9 کیلوگرم,1.9 کیلوگرم,رمضان,خرما,خرمای کبکاب از انواع خرما است.
876033,2nx7mr,,خرما,خرما کبکاب طارونه دو کیلوگرم,دو کیلوگرم، یک بسته,رمضان,خرما,خرمای کبکاب از انواع خرما است.
876038,2nx7mr,,خرما,خرما کبکاب یک کیلوگرم, یک کیلوگرم,رمضان,خرما,خرمای کبکاب از انواع خرما است.
736776,2nxlgn,,عسل ارده و شیره,حلوا ارده ۴۰۰ گرم,400 گرم,رمضان,حلوا,حلوا ارده ماهیت حلوا دارد و در دسته حلوا قرار می‌گیرد.
736774,2nxlgn,,خشکبار,خرما جنوب ۱۲۰۰ گرم,دو کیلوگرم,رمضان,خرما,محصول خرما است.
780432,2o388o,,خشکبار,خرما خشک زاهدی یک کیلوگرم,یک کیلوگرم,رمضان,خرما,خرمای خشک زاهدی در این دسته قرار دارد.
780461,2o388o,,شکلات,خرما شکلاتی 500 گرم, ,رمضان,خرما,خرمای شکلاتی به عنوان خرمای مغزدار/فرآوری شده در دسته خرما قرار می‌گیرد.
780438,2o388o,,خشکبار,خرما شکلاتی تنگسیر فله 500 گرم, ,رمضان,خرما,خرمای شکلاتی که محصول اصلی آن خرما است در این دسته قرار می‌گیرد.
780466,2o388o,,شکلات,خرما شکلاتی تنگسیر فله ای یک کیلوگرم,یک کیلوگرم,رمضان,خرما,خرمای شکلاتی که محصول اصلی آن خرما است در این دسته قرار می‌گیرد.
780433,2o388o,,خشکبار,خرما پیارم 500 گرم, ,رمضان,خرما,خرمای پیارم از انواع خرما است.
780434,2o388o,,خشکبار,چیپس خرما 500 گرم, ,رمضان,خرما,چیپس خرما نوعی خرمای خشک و فرآوری شده است.
780435,2o388o,,خشکبار,چیپس خرما دارچینی 500 گرم, ,رمضان,خرما,چیپس خرما نوعی خرمای خشک و فرآوری شده است.
780437,2o388o,,خشکبار,چیپس خرما زنجبیلی 500 گرم, ,رمضان,خرما,چیپس خرما نوعی خرمای خشک و فرآوری شده است.
780436,2o388o,,خشکبار,چیپس خرما کاکائویی 500 گرم, ,رمضان,خرما,چیپس خرما نوعی خرمای خشک و فرآوری شده است.
779575,2z4k41,,خشکبار,خرما خشک زاهدی یک کیلوگرم,یک کیلوگرم,رمضان,خرما,انواع خرمای خشک (زاهدی) در این دسته قرار می‌گیرد.
779604,2z4k41,,شکلات,خرما شکلاتی 500 گرم, ,رمضان,خرما,خرمای شکلاتی (مغزدار/روکش‌دار) در صورتی که ماهیت اصلی خرما باشد در این دسته است.
779581,2z4k41,,خشکبار,خرما شکلاتی تنگسیر فله 500 گرم, ,رمضان,خرما,خرمای شکلاتی تنگسیر محصولی بر پایه خرما است.
779609,2z4k41,,شکلات,خرما شکلاتی تنگسیر فله ای یک کیلوگرم,یک کیلوگرم,رمضان,خرما,خرمای شکلاتی فله بر پایه خرما است.
779576,2z4k41,,خشکبار,خرما پیارم 500 گرم, ,رمضان,خرما,خرمای پیارم به صراحت در توضیحات دسته خرما ذکر شده است.
779577,2z4k41,,خشکبار,چیپس خرما 500 گرم, ,رمضان,خرما,چیپس خرما نوعی خرمای خشک و فرآوری شده است که در دسته خرما قرار می‌گیرد.
779578,2z4k41,,خشکبار,چیپس خرما دارچینی 500 گرم, ,رمضان,خرما,چیپس خرما طعم‌دار در دسته خرما قرار می‌گیرد.
779580,2z4k41,,خشکبار,چیپس خرما زنجبیلی 500 گرم, ,رمضان,خرما,چیپس خرما طعم‌دار در دسته خرما قرار می‌گیرد.
779579,2z4k41,,خشکبار,چیپس خرما کاکائویی 500 گرم, ,رمضان,خرما,چیپس خرما با روکش یا طعم کاکائو در دسته خرما قرار می‌گیرد.
704108,2r98gn,,خشکبار,خرما خشک‌ 500 گرم,محصول امسال,رمضان,خرما,انواع خرما خشک مطابق با دسته‌بندی خرما
704102,2r98gn,,خشکبار,خرما رطب پوست نازک 740 تا 850 گرم, 740 تا 850 گرم,رمضان,خرما,خرما رطب مطابق با دسته‌بندی خرما
704104,2r98gn,,خشکبار,خرما زاهدی یک کیلوگرم,,رمضان,خرما,خرما زاهدی مطابق با دسته‌بندی خرما
704133,2r98gn,,ارده و شیره,شیره خرما یک کیلوگرم,یک کیلوگرم ,UNKNOWN,UNKNOWN,شیره خرما در دسته‌بندی خرما یا سایر دسته‌های موجود قرار نمی‌گیرد
1338566,2rpm3l,,شیره و ارده,حلوا ارده 400 گرم,±50 گرم,UNKNOWN,UNKNOWN,حلوا ارده با حلوای سنتی مخصوص افطار متفاوت است و در تعاریف گنجانده نشده
1338575,2rpm3l,,شیره و ارده,حلوا ارده رژیمی (یک کیلوگرم),±50 گرم,UNKNOWN,UNKNOWN,حلوا ارده با حلوای سنتی مخصوص افطار متفاوت است و در تعاریف گنجانده نشده
1338651,2rpm3l,,خرما,خرما خاصویی (700 گرم),,رمضان,خرما,خرما خاصویی مطابق با دسته‌بندی خرما
1338650,2rpm3l,,خرما,خرما دشتستان (1.4 کیلوگرم),,رمضان,خرما,خرما دشتستان مطابق با دسته‌بندی خرما
1338649,2rpm3l,,خرما,خرما زاهدی یک کیلوگرم,±50 گرم,رمضان,خرما,خرما زاهدی مطابق با دسته‌بندی خرما
1338653,2rpm3l,,خرما,خرما عسلی (700 گرم),,رمضان,خرما,خرما عسلی مطابق با دسته‌بندی خرما
1338654,2rpm3l,,خرما,خرما مضافتی دو ردیفه درجه یک (700 گرم),,رمضان,خرما,خرما مضافتی مطابق با دسته‌بندی خرما
1338648,2rpm3l,,خرما,خرما پیارم یک کیلوگرم,±50 گرم,رمضان,خرما,خرما پیارم مطابق با دسته‌بندی خرما
1338652,2rpm3l,,خرما,خرما کبکاب (۱.۲ کیلوگرم),,رمضان,خرما,خرما کبکاب مطابق با دسته‌بندی خرما
1338572,2rpm3l,,شیره و ارده,شیره خرما 500 گرم,درمان یبوست، درمان کم خونی، درمان شب کوری,UNKNOWN,UNKNOWN,شیره خرما در دسته‌بندی خرما یا سایر دسته‌های موجود قرار نمی‌گیرد
1451713,2y913r,,خشکبار,خرما خاصویی ۲۵۰ گرم,50± گرم,رمضان,خرما,Direct match for Khasui date fruit.
1451718,2y913r,,خشکبار,خرما خنیزی ۲۵۰ گرم,50± گرم,رمضان,خرما,Direct match for Khanizi date fruit.
1451714,2y913r,,خشکبار,خرما دشتستان با شیره طبیعی (2.200 کیلوگرم),50± گرم,رمضان,خرما,Direct match for Dashtestan date fruit with syrup.
1451716,2y913r,,خشکبار,خرما زاهدی ۲۵۰ گرم,50± گرم,رمضان,خرما,Direct match for Zahedi date fruit.
1451660,2y913r,,شکلات و آبنبات,خرما شکلاتی مغزدار ۲۵۰ گرم,50± گرم,رمضان,خرما,Direct match for coated/stuffed date product.
1451719,2y913r,,خشکبار,خرما مجول ۵۰۰ گرم,50± گرم,رمضان,خرما,Direct match for Medjool date fruit.
1451715,2y913r,,خشکبار,خرما پیارم ۲۵۰ گرم,50± گرم,رمضان,خرما,Direct match for Piarom date fruit.
1451675,2y913r,,ارده و شیره,شیره خرما ارگانیک (یک کیلوگرم),50± گرم، سنتی و 100 درصد طبیعی ,UNKNOWN,UNKNOWN,"Date syrup is a derivative condiment, not the date fruit itself as defined in the taxonomy."
1451717,2y913r,,خشکبار,چیپس خرما 250 گرم,50± گرم,رمضان,خرما,Date chips are a form of dried date fruit.
343066,2yo9kk,,خرما ,خرما خاصویی	,یک کیلوگرم,رمضان,خرما,Direct match for Khasui date fruit.
343064,2yo9kk,,خرما ,خرما زاهدی	,یک کیلوگرم,رمضان,خرما,Direct match for Zahedi date fruit.
343063,2yo9kk,,خرما ,خرما پیارم	,یک کیلوگرم,رمضان,خرما,Direct match for Piarom date fruit.
561503,2yoxl8,,خشکبار,خرما زاهدی امسالی ۲۵۰ گرم, ,رمضان,خرما,Direct match for Zahedi date fruit.
1382657,2wwypm,,خشکبار,خرما خاصویی 250 گرم,± ۵۰ گرم,رمضان,خرما,انواع خرمای خاصویی در دسته خرما قرار می‌گیرد.
1382656,2wwypm,,خشکبار,خرما زاهدی یک کیلو گرم,± ۵۰ گرم,رمضان,خرما,خرمای زاهدی به صراحت در توضیحات دسته خرما ذکر شده است.
1382724,2wwypm,,تنقلات,خرما شکلاتی 250 گرم,± ۵۰ گرم، بسته بندی بهداشتی,رمضان,خرما,خرمای شکلاتی (مغزدار یا روکش‌دار) وقتی محصول اصلی خرما باشد در این دسته قرار می‌گیرد.
